#SampleID	CF010.-355D.RA5.01.35268.mzXML	CF012.23D.RA1.01.35522.mzXML	CF034.-327D.RA9.01.35276.mzXML	CF034.51D.RH4.01.35446.mzXML	CF037.-196D.RD8.01.35352.mzXML	CF041.-222D.RC9.01.35328.mzXML	CF046.-140D.RE10.01.35382.mzXML	CF053.0D.RF12.01.35412.mzXML	CF061.-140D.RE9.01.35380.mzXML	CF061.-14D.RF9.01.35406.mzXML	CF064.-222D.RC10.01.35330.mzXML	CF066.-131D.RF2.01.35392.mzXML	CF069.-173D.RE1.01.35364.mzXML	CF075.156D.BA7.01.35481.mzXML	CF077.-131D.RF1.01.35390.mzXML	CF082.-161D.RE3.01.35368.mzXML	CF083.-313D.RB1.01.35286.mzXML	CF086.-243D.RC4.01.35318.mzXML	CF092.21D.RG12.01.35437.mzXML	CF093.65D.RH5.01.35448.mzXML	CF095.-14D.RF10.01.35408.mzXML	CF104.0D.RF11.01.35410.mzXML	CF107.-215D.RC12.01.35334.mzXML	CF130.-271D.RB11.01.35306.mzXML	CF138.23D.RH1.01.35440.mzXML	CF139.-313D.RB2.01.35288.mzXML	CF142.-180D.RD11.01.35358.mzXML	CF146.91D.RH9.01.35456.mzXML	CF148.-243D.RC3.01.35316.mzXML	CF149.-327D.RA8.01.35274.mzXML	CF151.-243D.RC2.01.35314.mzXML	CF151.14D.RG6.01.35425.mzXML	CF154.-327D.RA10.01.35278.mzXML	CF157.-159D.RE5.01.35372.mzXML	CF160.-224D.RC8.01.35326.mzXML	CF167.-203D.RD5.01.35346.mzXML	CF175.-138D.RE12.01.35386.mzXML	CF176.133D.BA4.01.35474.mzXML	CF178.-278D.RB10.01.35304.mzXML	CF188.-194D.RD9.01.35354.mzXML	CF188.23D.RH2.01.35442.mzXML	CF189.-61D.RF6.01.35400.mzXML	CF193.-285D.RB9.01.35302.mzXML	CF204.-215D.RD2.01.35340.mzXML	CF211.-168D.RE2.01.35366.mzXML	CF217.14D.RA2.01.35524.mzXML	CF222.-320D.RA11.01.35280.mzXML	CF225.-201D.RD6.01.35348.mzXML	CF229.-271D.RB12.01.35308.mzXML	CF230.-313D.RB3.01.35290.mzXML	CF230.2D.RG4.01.35421.mzXML	CF231.-285D.RB8.01.35300.mzXML	CF234.-124D.RF3.01.35394.mzXML	CF235.-285D.RB7.01.35298.mzXML	CF236.-362D.RA2.01.35262.mzXML	CF239.-336D.RA6.01.35270.mzXML	CF246.-215D.RD1.01.35338.mzXML	CF247.135D.BA6.01.35478.mzXML	CF252.-138D.RE11.01.35384.mzXML	CF252.114D.RA3.01.35526.mzXML	CF254.-0D.RG1.01.35415.mzXML	CF259.2D.RG2.01.35417.mzXML	CF259.79D.RH7.01.35452.mzXML	CF262.-187D.RD10.01.35356.mzXML	CF264.-124D.RF5.01.35398.mzXML	CF269.-152D.RE7.01.35376.mzXML	CF272.-362D.RA1.01.35260.mzXML	CF277.-159D.RE4.01.35370.mzXML	CF278.-217D.RC11.01.35332.mzXML	CF282.-208D.RD3.01.35342.mzXML	CF287.-243D.RC5.01.35320.mzXML	CF290.-173D.RD12.01.35360.mzXML	CF292.135D.BA5.01.35476.mzXML	CF298.-320D.RA12.01.35282.mzXML	CF299.-299D.RB5.01.35294.mzXML	CF301.156D.BA8.01.35483.mzXML	CF302.2D.RA4.01.35528.mzXML	CF312.-152D.RE8.01.35378.mzXML	CF318.-236D.RC6.01.35322.mzXML	CF318.-299D.RB4.01.35292.mzXML	CF318.-344D.RA7.01.35272.mzXML	CF318.-355D.RA4.01.35266.mzXML	CF318.114D.RH12.01.35462.mzXML	CF318.79D.RH8.01.35454.mzXML	CF318.93D.RH11.01.35460.mzXML	CF326.2D.RG5.01.35423.mzXML	CF328.-61D.RF7.01.35402.mzXML	CF338.-208D.RD4.01.35344.mzXML	CF339.-159D.RE6.01.35374.mzXML	CF342.-124D.RF4.01.35396.mzXML	CF343.77D.RH6.01.35450.mzXML	CF344.-196D.RD7.01.35350.mzXML	CF344.21D.RG10.01.35433.mzXML	CF35.-362D.RA3.01.35264.mzXML	CF353.128D.BA3.01.35472.mzXML	CF355.-266D.RC1.01.35312.mzXML	CF356.16D.RG8.01.35429.mzXML	CF371.-14D.RF8.01.35404.mzXML	CF374.128D.BA2.01.35470.mzXML	CF375.91D.RH10.01.35458.mzXML	CF377.21D.RG11.01.35435.mzXML	CF95.-224D.RC7.01.35324.mzXML
1632	23260	2863	3941	18513	41776	0	14504	4139	3706	25255	0	25165	11836	100150	2424	3140	18092	4388	41917	4935	33842	1327	3838	14869	2025	1052	1503	0	2769	17068	1643	54654	24703	9489	23530	2412	32536	12064	28772	1328	1584	5036	9707	5120	36652	127534	8691	9989	44824	1370	0	18325	124666	222097	29109	14095	4521	35648	38757	15882	1355	1175	420	23682	33415	42619	26420	1016	20621	3628	1397	8993	5353	0	5589	122029	5692	673	2604	2177	3911	18514	44710	0	24140	2040333	1984	0	13946	20278	100610	11883	10629	717	11151	0	34961	143169	14602	0	6252	24131
1633	12756	1141	9749	95447	14189	277087	7758	18982	1753	4606	2760	5232	20411	83936	4453	7068	144518	55553	36704	33111	59464	1189	94703	36434	4842	4462	4415	5629	78883	50854	2352	12717	36924	0	17443	10353	11681	0	18191	12785	65197	39786	21207	109868	48248	32509	40278	6031	11829	4827	4519	35205	29092	34995	15411	202106	663031	9062	25648	8293	5585	660	928	32646	21742	16451	42466	16782	30449	32660	55811	17392	2360	12715	287139	32167	7660	0	128518	40032	21793	12407	24311	18088	19371	77103	10422	2508	12241	15269	65035	5230	4072	2934	0	1540	11726	331730	18216	4242	15247	38971
1634	19326	1682	12908	11583	55357	2214	7663	23279	1794	7511	359	3544	49798	200509	1420	1692	13496	24141	16439	9157	103956	855	16064	105280	4600	829	10818	9878	18956	4556	1015	161285	97268	4712	99860	3025	48525	111610	40052	1618	2199	84034	15249	4075	42255	123228	48625	4312	98920	1247	6427	144377	33789	41041	4779	136886	57631	40629	45776	43738	2390	1859	1057	39389	65495	61175	39735	1062	121509	0	3863	14507	38352	25034	60360	413014	67760	374	0	38534	5730	20127	8954	5160	12709	59180	1010	4354	19592	8617	63391	4053	5332	1637	377505	1054	43931	104569	19855	0	2932	150904
1635	23105	539	2628	10473	157842	0	39200	8096	15119	40133	0	59711	167343	56802	3088	5146	56101	18837	52660	677	62055	3334	4120	290133	1447	984	7166	943	4720	0	3329	208125	0	23462	217621	11421	25957	78889	139672	1583	0	22333	46564	7827	287169	104596	0	6871	25065	0	5830	52156	34484	137436	71173	0	0	8734	46678	30453	1284	642	387	144313	24039	163878	54447	0	16147	4789	0	50574	2635	0	20120	177152	48001	0	0	0	2162	5552	29033	5315	6191	159143	4609	3882	10460	8017	93285	14138	27875	1464	49263	5072	52424	52449	219081	1388	1323	50506
1636	48713	2148	9615	0	91479	4361	19916	29831	2213	25988	0	13785	43427	132275	0	452	86358	11176	108110	2760	212515	637	0	72275	758	0	5954	1100	0	13083	805	131397	54959	6199	168830	2260	33846	28235	97935	338	988	21836	29940	32552	63978	114003	34123	2687	40871	526	614	133698	152686	110775	39919	33937	4174	21741	105754	42417	0	0	0	96568	47621	74038	107349	970	133106	15451	0	51699	0	16288	60687	127048	50072	0	17879	22676	20052	44617	20588	0	18692	111289	0	297	17842	6241	101003	17003	7216	0	0	1382	37783	185498	109854	0	2748	225118
1637	0	768	32131	616	26244	42703	39771	86577	0	103023	25207	913	0	673	0	0	0	0	595	0	13729	66445	0	159010	409	0	0	189899	733	94002	0	0	1419106	618	176167	0	160836	360	122518	13459	0	0	56357	0	361	0	204342	393	272115	0	873	14328	464	67073	0	0	0	0	114865	482	0	0	0	0	420	0	671	0	0	523	505	59716	655	356269	713	0	359	554	0	412	33200	381	108289	329	34403	806	310	0	338	0	714	580	26322	886	0	0	538	563	671	1897	29378	29576
1638	291320	13514	7046	5920	12683	7398	158850	18615	22873	37148	404	78687	142808	61555	9324	4786	19636	4348	164147	50124	15637	2587	4481	84131	72460	680	18298	16231	4177	8792	18021	174509	16161	30872	14433	14625	80044	46663	151028	598	10677	19191	12909	4533	31755	40237	15002	43862	205186	2321	45655	22938	56685	18684	337728	10849	0	39342	14906	35980	611	1659	489	38732	164274	78988	18179	1185	13964	14160	4997	46722	1572	9818	8808	0	36774	674	2240	31950	27898	198727	115337	27110	39248	29627	5443	618	14053	26609	18719	113167	54140	734	10868	22707	73894	6827	23415	9384	15022	33032
1639	147134	1299	26930	19750	50921	37500	24061	26944	15782	16120	13575	23569	48547	58669	9889	32448	44943	40471	29953	23243	20323	20477	217678	51720	25223	60316	50799	16195	62184	20879	34287	9173	94084	27798	23806	54527	30485	6795	57911	5564	21253	38478	157540	99089	48928	2036	77875	291965	52138	16361	15977	46191	59628	49457	598	195248	77140	13168	29091	1083	6364	4475	2209	32492	14155	38505	501	20847	43717	69654	1889	20063	23057	59944	135603	28669	2081	6154	18500	31541	43482	7596	5051	9311	13823	8539	50266	39003	60223	52349	9075	73380	16565	1665	27891	15405	36824	183685	41070	38628	11796	14850
1640	171845	18942	4410	82960	37246	5938	47548	33370	7597	14971	1482	17183	21888	66864	7651	1586	64286	19694	45211	26556	74150	30692	26275	98220	48690	17916	11301	13082	19457	49310	9426	198720	57778	30729	40772	26083	12886	27677	41869	5183	24811	29595	15690	21916	61785	57674	24573	14388	189846	6351	22699	82344	50614	50124	171007	23985	23127	26943	103196	37234	34298	1846	564	44918	145576	33699	29212	24483	83987	15570	1763	46302	5015	14500	9835	61475	41108	806	9958	12168	5011	247530	29148	11521	47960	64732	9374	21912	40584	29556	43295	24669	23364	1263	129065	26947	26344	75801	36123	3074	19584	84687
1641	28585	16563	3723	229121	35520	3081	25325	31693	58622	29281	714	12295	11449	57214	151228	183565	24642	12668	87542	51555	40665	19152	9434	130412	86391	112384	19232	26086	5360	5972	47503	40715	10029	21040	64026	19664	29577	30457	58899	15430	21644	12755	4593	29090	120991	55191	20092	38837	39776	206850	145346	93263	26534	52160	40839	15265	2990	11060	30047	19235	2456	9036	594	38513	19373	95509	73581	33050	4215	65055	846	8250	42514	5678	0	16000	0	1252	6840	16653	6582	65390	14796	15716	14979	66216	143724	13557	13679	15300	112877	29024	16515	13523	31792	68024	28196	31490	82904	67386	33672	28328
1642	75657	6334	9851	23060	55367	8274	19224	30016	7030	23510	1752	31248	75788	84872	2154	1652	32425	21773	28173	6432	170402	17900	53222	105454	2750	13073	25535	13282	6474	6740	3922	110845	36394	11362	57268	11378	70850	4591	85937	13009	12116	93705	40650	79475	98737	103302	6071	26794	109695	13998	12311	84656	147583	65375	17186	6717	69814	6342	66086	77579	3614	8107	2143	109648	111219	67594	73569	2758	122145	23625	3517	64318	5078	12191	58778	73967	145834	1477	11403	18772	7547	52187	33826	5213	34623	57387	7744	16871	48142	25866	102035	23174	7077	1116	11854	2295	74204	129603	16293	4643	1949	92669
1643	26457	6564	8261	17172	51302	161360	4686	36618	5187	5628	1200	4989	21820	60509	8975	2918	26932	202525	32975	7683	70804	1582	12287	80923	3823	1897	11270	3484	23633	140711	5246	52506	262284	8836	33400	4689	11945	5001	22300	882	2219	30951	25056	6318	160092	67457	279892	7241	18037	3862	9329	326848	25374	13504	5140	171054	13273	15578	71713	48728	921	2690	1827	19074	36071	44035	25080	985	59592	3819	2747	18012	3580	28133	208936	35771	8164	0	263225	25056	226563	29795	38762	6828	16518	39536	2730	5124	25473	16574	45484	13338	10739	1838	16599	11559	13190	16220	27882	2619	9070	62014
1644	22381	1287	85164	64988	18694	3783	6091	16740	1164	14821	1018	9386	92024	42213	3043	6292	3096	21235	12316	12082	62598	1010	1381	23859	1240	448	15467	4515	2388	2102	9709	14507	6262	43342	18491	1752	147311	16941	19936	1781	2320	122059	59848	1435	15020	21265	47876	6101	75719	1784	55202	256746	59462	14184	6993	104858	9761	20876	238214	28677	472	1720	606	76877	64313	29661	52541	464	163680	2017	581	135854	4474	42145	5671	9505	18362	614	12116	231319	56706	233865	93355	83825	163934	23764	1783	3019	399951	1241	32888	6732	22928	468	54783	4219	83923	33296	3913	677	7926	30993
1645	47364	3530	3750	5556	50441	9841	18316	10560	1829	13561	580	25448	25849	80411	678	1523	7698	68585	81327	7542	178993	577	3368	246337	6696	2088	6207	8176	85971	16005	3550	180503	7466	3044	131475	12728	21844	12431	72684	795	13731	23059	37659	3647	128379	108554	7529	6159	33575	1047	11647	221743	85538	34319	37763	9232	7318	9160	85908	54000	1480	722	0	23752	31421	36117	266965	648	144564	36552	769	41139	1961	4447	98795	132044	19144	1052	3812	43526	4796	38442	14290	15812	16695	39649	4678	5785	25888	15869	181141	15766	4067	599	95310	2652	14981	129215	128060	1129	5711	141610
1646	31179	12081	31557	1884	77723	230500	34471	87344	16784	14195	381	12959	35505	73327	6534	5201	140644	266190	23711	3981	31955	2568	50203	47764	18210	4532	23877	1788	33651	208487	3394	42830	41480	24795	23190	31065	34264	6280	21892	1099	11664	35586	62026	37709	103457	20629	39111	22933	62254	8345	14805	26021	30613	48096	18066	59361	94463	22146	28419	28456	0	374	1257	26415	43585	32707	27339	733	30018	11613	376	37216	15195	246042	28444	27213	11883	725	297132	165170	87031	40359	35226	6337	33788	22529	24356	2847	25282	24099	47472	36577	24781	293	15450	63776	24938	50806	29451	2198	13927	26968
1647	0	460	77542	0	18616	31542	23732	33981	0	43772	4006	0	25169	726775	0	59139	0	38148	22997	50099	0	9210	3740	8064	590920	0	27287	13597	97910	18891	0	60265	13082	0	31569	0	38832	15295	0	13288	3279	12868	0	0	0	0	0	72837	36529	132970	0	0	36671	0	15014	17994	0	0	21606	38088	0	0	24448	114394	73686	221257	1486	148031	0	0	6668	77273	0	0	5593	0	8718	0	179589	123288	20970	0	45405	38675	2136	85765	0	0	49346	274805	9993	7382	10775	0	47291	0	17662	57844	6668	12794	16142	1118
1648	151466	392	26930	19750	26505	33774	24061	21608	15782	16120	13575	23569	48547	58669	8771	32448	44943	32641	43975	19591	20323	20477	362606	51720	25223	103813	50799	13608	86369	21461	34287	16078	51970	27798	23806	54527	66282	6795	13538	4408	20539	38478	238364	131678	48928	1021	58603	148495	78509	21765	7156	46191	30338	25660	338	251075	77140	30897	29725	1083	7140	4475	2209	28766	13084	39358	501	20847	43717	38676	1889	20063	23057	59944	68676	33564	2081	6154	18500	32183	70553	7596	4396	5368	5582	3798	113253	39003	31806	54284	9075	26297	15668	1213	27891	43183	40115	111553	22472	38628	11796	14850
1649	71019	12900	22160	20974	35190	16731	12606	212437	12411	49420	6834	10674	83313	50401	6256	8150	112882	39241	28632	14300	40824	16341	35108	0	28773	15791	52401	27962	14111	2570	9563	39522	4969	37695	7710	47831	66476	9392	35317	4209	15502	26544	87797	129225	36621	81747	0	33032	32064	4197	26681	59687	11630	61672	65811	0	7723	16117	125556	43240	3676	833	2049	39582	37887	42741	11432	11168	85053	13094	2590	10764	16907	14018	25869	3628	25857	720	8714	181073	43434	446712	184912	13422	149478	30965	11192	23240	73594	63491	18713	37256	14217	687	14991	31342	159694	41032	13884	12405	7842	47591
1650	7047	1571	5297	2254	1973	7810	2134	3450	10359	5322	149869	1410	362293	13279	99179	8818	134239	6682	30526	1242	10807	3880	8753	4653	7020	15049	2026	4417	1341	31235	1724	68750	29154	8047	2198	2914	6857	16154	16564	1544	75844	10759	8539	3035	18637	5587	30043	4339	30609	24867	12470	6408	21290	8981	6295	8437	54910	130406	4126	12524	3647	15397	11143	4335	130202	3753	6098	33038	10508	2105	2443	136439	1067220	58987	22926	40973	5102	10565	2516	580441	8585	19871	7410	2982	2273	0	6965	35541	3395	5408	5916	3618	14938	225530	7575	57189	6724	2454	8446	2916	6006	6913
1651	40077	2602	23236	6360	38362	2408	36685	107283	13338	40230	4422	16203	58708	36886	6491	0	73381	0	52567	15426	164691	7383	3943	89528	3318	7906	68165	5849	10540	0	7180	40508	6468	15392	27395	11438	76198	11987	25340	1099	8211	31229	34154	31380	80452	97840	5150	13219	31680	10759	38246	109776	129283	34491	62001	0	10449	13354	171184	64263	0	850	717	81598	82050	45540	26066	5891	129921	8735	5369	25962	16663	7025	30551	0	100770	0	2719	31148	6113	263024	76779	23405	64588	16808	41198	24205	126697	91776	158440	36084	61261	1087	44648	44354	90523	90600	36369	7065	2386	118885
1652	158615	2198	46152	0	0	35792	15947	13961	2740	21118	1153	20091	17650	124620	0	0	307789	131564	68838	3512	115195	0	3949	94524	3740	0	8424	2072	195853	4723	0	56473	20459	13300	13990	6130	99715	14874	76495	2060	0	50600	33604	5904	66288	61690	15112	4078	86181	1925	6286	127661	55645	108473	6010	37257	10289	0	57808	46184	0	0	679	16977	157295	45603	131162	370	44295	0	3274	111075	0	7513	151360	0	17248	324	4386	215510	166441	71292	25370	0	27146	20036	1996	3967	85895	9858	48224	12108	7635	344	38640	1777	25118	104369	29569	0	0	92300
1653	98076	11785	87281	0	26246	2007	70233	82840	5156	82437	578	36907	136248	36428	2373	1236	118298	143147	31418	8441	32547	4754	3193	74445	38997	5084	30523	10122	1847	2490	6648	44773	4441	68343	43414	26194	136514	49396	31625	1073	519	16538	131505	2059	10556	7345	6250	17693	171786	1791	36360	34164	28399	42509	77912	4350	4003	52360	77639	33129	2563	1759	1278	29640	219025	12914	11414	585	37515	56421	496	93188	2532	9959	8816	8445	27762	0	3815	224489	72813	162638	122590	70732	91576	8835	10766	5690	155229	15233	25474	51732	33386	851	12067	38688	97740	26718	24619	1784	11112	15672
1654	5199	43426	3234	8820	34357	2017	5476	10451	67908	52627	573	634	74097	238984	759	1547	9941	5359	201318	23979	4149	7967	76868	167537	4115	15890	32281	11025	964	316437	2063	3700	173325	3480	19030	9709	9961	1810	76571	2627	3018	1967	45558	1339	96133	97512	136172	19181	223260	592	5064	22291	220574	104978	102142	105666	3160	2804	97878	113184	906	955	3473	37704	198507	7639	2007	24046	7455	27306	930	29400	5721	2177	10011	0	15546	927	23659	19653	2052	11184	2592	3368	1557	150835	6039	26595	4004	70168	11304	17664	37121	2728	37803	5161	11513	14004	59386	62879	66980	5849
1655	45262	42518	75899	38736	36825	36626	48147	27389	46546	37388	12212	47112	50239	20541	43427	50214	61678	43377	35521	30734	45365	43543	46197	52100	46440	46899	47681	42797	54177	64684	43679	26277	54034	42064	37596	22832	46721	22975	41841	43619	41622	41045	47115	44604	51804	29447	53622	32762	49942	45791	40376	39467	66832	40555	46768	41691	45962	30315	38463	18181	12847	40758	40295	45931	40106	47788	57776	41333	50380	41195	29176	48257	22358	44546	38495	20123	43276	48838	31227	47210	50021	45610	49638	29047	30706	39769	36582	27426	25196	47472	40818	40498	20240	37101	23276	43425	29667	49300	24183	40565	33697	52485
1656	40836	4919	10628	7201	72848	9805	19757	27499	8168	26669	886	17273	58381	101044	2449	2488	31844	12051	28213	5021	158538	5440	10942	131613	8425	0	11915	2363	15563	22031	2069	134536	47105	19292	173948	3726	36002	16982	61548	736	11818	56198	50936	10085	132473	57446	43100	28794	24593	719	10921	121815	110062	81392	34658	23128	5895	7887	118354	61570	0	0	473	75018	54543	67357	35754	0	137981	12460	770	131093	7983	7418	46644	114864	83078	459	9612	34762	9855	46534	15313	6259	43675	108833	1056	0	40093	37405	134165	22224	14978	0	36877	3782	56264	166192	97034	729	2168	149957
1657	104687	16012	23689	16448	36656	1318	16547	0	62697	100155	0	103877	14244	19488	41041	151949	1829	4863	88905	75226	25103	5516	2791	64486	284266	1588	0	31777	0	2831	4407	31734	3253	27276	32983	158302	93568	96819	130380	5528	26516	68573	93158	6365	39637	20126	5285	5860	10881	4426	106341	18494	16868	18004	139201	5644	3192	98071	5201	22439	31197	251271	27445	9263	2617	49297	17395	7346	12857	42571	0	60668	16887	3645	3476	5067	8856	28967	2279	7895	110651	16094	23115	1966	58678	243401	3774	1563	39431	0	13562	101266	15706	0	16276	116153	63288	7947	18001	12300	81919	25017
1658	73204	3062	87281	0	49097	3618	47428	72878	722	74578	397	38360	129135	14118	1812	1236	119201	171563	17384	2405	48768	4754	2599	42658	27102	1264	61241	2491	3410	2490	4939	32905	4441	70394	30981	8290	139059	41441	38293	875	1448	28793	123682	2059	45847	9844	13292	40987	168193	498	36360	26649	14291	65441	67879	7043	15758	3286	76601	29064	1801	390	480	16074	211514	30085	26039	1198	60591	38615	1007	55135	2532	5800	17901	4584	14941	0	22753	252196	72112	170425	109835	70601	95193	8835	16544	9205	164596	51764	23460	71136	41030	851	44217	31848	81902	24460	26478	1784	2260	18201
1659	18360	16051	3300	7391	18472	3919	27440	1718	37941	39007	455	6351	33567	758451	1182	2257	9486	1387	413122	10913	5928	694	36271	116145	420	604	10212	6357	1426	361763	2072	9784	22799	543	27186	5470	21634	20153	133318	722	11720	4038	0	6024	88117	367485	95628	31202	116754	0	5878	18406	0	84449	92342	0	3273	8162	81203	208866	608	1012	1346	57300	821	13487	1518	0	8290	10184	516	13039	5646	328	10311	20423	4027	2688	0	5025	2696	15569	8618	21640	6493	67662	0	3168	2953	18270	11418	22082	60728	657	96324	10177	29699	12293	138326	16649	22392	8366
1660	282129	109033	768	46800	2447	1080	61075	1656	41467	30368	353	18728	7023	18191	44112	31315	422	1259	17195	148037	1654	380	672	4555	337274	0	0	76017	777	1082	313235	70120	827	9477	1225	50273	2370	36734	19278	502	34121	2007	1151	737	1471	41843	781	2756	8548	510	156899	1950	5348	900	153517	1284	645	154685	475	21547	690	235708	107993	811	1408	2663	1231	5159	819	9980	855	879	42174	619	562	0	2104	581802	602	847	3158	6719	83340	6580	41121	16313	1411	703	11145	738	7292	6242	45753	0	1620	193979	59575	766	11061	48451	224841	889
1661	36897	5507	7458	1578	25685	9549	2403	20289	23825	12800	4277	39389	9806	5568	187379	105739	32195	154579	24417	43851	17645	59780	10914	18286	51781	46078	24957	109961	43099	26314	0	19047	13381	48543	7883	28128	38137	12845	41227	14099	73500	30861	38104	4624	3832	22740	16919	18168	101390	77932	27355	9696	16659	53140	37960	41882	37627	36320	28820	5443	65670	106633	226186	5847	119406	17869	74418	144242	4778	138628	12359	19909	35434	28824	60398	34788	6611	1606	3637	185656	34566	93136	29670	92251	46596	5628	88960	33303	11444	32983	8161	32420	5593	411	1321	25238	14022	29586	13833	150022	28682	9783
1662	28666	4447	60970	14826	78505	137911	21515	40479	4470	10584	1127	19544	54324	62557	12828	8802	144991	144219	21296	9021	60177	2444	49301	34069	30083	2492	7983	28398	26436	52514	3252	68226	54297	20868	54149	32798	39938	13761	41168	1085	2817	138306	138997	12674	30148	31854	289766	14850	82847	10512	8277	30553	16018	13258	83694	36306	111782	14363	23946	11331	15671	12363	10684	8487	50932	42231	46523	2340	52006	30993	818	21351	4424	313294	138934	36942	24326	811	162780	11506	33970	11319	10616	17997	11603	7940	5879	2003	26146	7825	52595	13620	14001	526	43031	53299	36957	102434	33932	12885	2943	51879
1663	58031	2904	78282	13789	27328	24133	10609	17673	7759	16776	0	21301	41261	95310	11706	12175	46938	32771	44888	14336	79129	13231	20488	508091	17348	9231	6544	6282	24049	86119	7516	24063	59291	11007	49368	8550	27035	4246	40603	5350	9744	46730	26581	18173	30734	44946	57971	8729	30872	22906	13144	80022	510942	29300	16644	85540	41965	48537	51325	39536	31775	1883	1688	29863	41994	34536	26303	8096	36004	72708	1781	61701	10591	95976	13876	14604	83312	619	42916	47358	43607	31521	36596	13789	38955	39424	5595	15274	70259	9923	71504	18376	12401	0	55228	19160	32241	49736	32420	4986	34294	53317
1664	132172	3516	103472	13986	12394	26882	26351	29098	5462	28044	1737	31296	23992	33774	34363	8379	14182	138866	26106	12983	31858	5639	4689	42284	4284	2377	2982	8727	121614	0	22945	28545	140211	35863	42956	5548	47615	58601	31245	1328	2436	39065	33046	0	36327	29497	298223	12568	31290	2003	22939	146233	22260	28563	44528	223036	42119	16788	77927	38806	850	1380	628	37870	37123	36117	34975	933	69331	18329	6149	52619	0	120718	81589	0	0	0	3916	52451	184171	67598	70867	22904	94863	28486	5638	14472	214599	7474	43410	34880	16028	462	130119	6467	35757	46915	26420	2524	774	40629
1665	32735	35813	21106	35605	151842	4232	75160	24089	54907	22765	0	22115	18625	59479	5569	21747	9046	28379	49771	5325	131470	908	349522	27523	4311	3534	10982	3057	9010	53896	2455	2177	51045	9888	3273	22781	25922	38235	31576	531	2466	15455	1400	46925	40877	73708	87966	3318	27992	817	4194	18665	4950	75550	18046	45082	276475	31510	199241	210555	367	540	722	45786	0	43580	23462	1365	2752	17759	1549	73655	14295	44588	209296	26498	180950	366	33489	5544	26566	18933	23994	4782	31561	38554	6713	2522	45841	145004	1680	1258	1594	2335	159881	1159	3376	72961	2776	103113	3842	72596
1666	40242	2704	1811	3196	71925	15732	19768	31361	4621	15575	516	25855	56660	49713	1196	640	65916	26995	99033	1928	187526	1147	22707	35102	3146	1213	9658	3873	13228	2400	819	72098	125883	10214	313713	7680	56507	4108	64922	906	2463	24379	15902	109817	113645	163296	16383	11737	36660	2833	3542	28531	280947	87534	14537	3336	71575	7135	115991	39065	1353	773	451	113549	127712	133765	13088	648	203593	12227	1873	95742	1462	10981	40950	9902	68810	900	4078	28916	14622	58617	14935	3394	29985	83214	1225	1575	78986	39901	84083	12205	5767	1284	27820	8133	12869	46356	47073	1375	5844	68361
1667	36586	130554	32208	91165	3202	141229	11290	39975	25343	19346	47009	16233	84823	60259	77045	102841	59307	82330	7735	31125	36757	62799	26372	4332	135387	18501	9973	53392	48971	54227	56613	15809	31027	62835	9431	25425	16312	50694	32529	25643	80058	13535	31233	18371	8669	6742	25103	29667	2014	70633	48493	13856	8889	4914	9930	25339	30357	25840	26398	43990	15175	159016	151623	5632	10674	21923	35897	30080	20052	21329	65271	11126	40542	291218	4182	5573	7178	64353	22645	30839	57617	36337	149312	57441	87718	10353	19874	9440	38373	5782	27019	13812	13783	45567	15974	14663	11215	10415	28372	36763	25601	4144
1668	18601	26372	28008	6091	23543	68489	10897	13563	9151	5654	460	22194	28964	73452	0	26382	33696	28721	27579	11819	33913	1950	30344	13894	61822	14289	3101	18286	10667	20345	22670	25557	234283	9383	28289	3148	28951	9603	18657	6686	1733	70013	24433	32499	10529	122935	116891	7669	43117	16442	14404	187855	40418	32333	9440	164035	307957	25287	77325	11640	1767	34403	5004	51953	14537	35595	53082	2967	87831	9629	0	34981	0	335963	69668	40973	29444	28216	174085	22551	23484	28139	22471	4073	34464	93488	1296	0	32503	3680	62174	9037	14493	650	112875	13414	26741	46960	47593	2250	33500	111159
1669	196568	8869	22790	1153	19012	23426	17176	30011	11893	24859	3768	26063	18913	144276	4080	3874	507899	55852	33119	11218	39645	6185	26234	46794	9209	7521	21889	7049	94917	192871	5068	41646	122728	16125	14688	16340	41066	4743	26608	3697	6707	35041	22628	119482	13118	26691	217161	24414	119073	788	11558	93685	81624	29480	9095	145663	15176	20661	52614	31576	1425	5448	5281	33845	29730	25037	33915	2199	61893	25019	3360	14607	2952	34105	14158	180506	35192	0	31325	28703	33590	31831	31974	6742	22152	44515	6628	9540	27196	37559	39353	14908	10058	838	96870	9620	21092	70585	28378	2768	13710	16890
1670	6032	3096	30138	20060	40004	63089	10604	7190	5919	11045	790	15142	51016	21485	14013	6478	7549	14579	11321	2274	54865	1795	52894	62851	3249	2002	13796	5681	17138	337781	2065	54370	256330	21063	47338	10958	32866	25748	16229	689	1338	53935	22860	13825	51547	48303	314176	4110	22062	1001	9061	154373	26167	32491	12954	146569	35862	3295	238416	44136	511	754	829	55132	24711	34789	165896	1487	61521	5322	3743	26167	4001	127269	63498	13164	12412	0	45656	88701	18512	43351	12650	22658	49212	63955	4065	6518	123733	21928	79633	5906	10076	1595	29567	3765	37917	65591	54351	1531	5256	133020
