#SampleID	CF010.-355D.RA5.01.35268.mzXML	CF012.23D.RA1.01.35522.mzXML	CF034.-327D.RA9.01.35276.mzXML	CF034.51D.RH4.01.35446.mzXML	CF037.-196D.RD8.01.35352.mzXML	CF041.-222D.RC9.01.35328.mzXML	CF046.-140D.RE10.01.35382.mzXML	CF053.0D.RF12.01.35412.mzXML	CF061.-140D.RE9.01.35380.mzXML	CF061.-14D.RF9.01.35406.mzXML	CF064.-222D.RC10.01.35330.mzXML	CF066.-131D.RF2.01.35392.mzXML	CF069.-173D.RE1.01.35364.mzXML	CF075.156D.BA7.01.35481.mzXML	CF077.-131D.RF1.01.35390.mzXML	CF082.-161D.RE3.01.35368.mzXML	CF083.-313D.RB1.01.35286.mzXML	CF086.-243D.RC4.01.35318.mzXML	CF092.21D.RG12.01.35437.mzXML	CF093.65D.RH5.01.35448.mzXML	CF095.-14D.RF10.01.35408.mzXML	CF104.0D.RF11.01.35410.mzXML	CF107.-215D.RC12.01.35334.mzXML	CF130.-271D.RB11.01.35306.mzXML	CF138.23D.RH1.01.35440.mzXML	CF139.-313D.RB2.01.35288.mzXML	CF142.-180D.RD11.01.35358.mzXML	CF146.91D.RH9.01.35456.mzXML	CF148.-243D.RC3.01.35316.mzXML	CF149.-327D.RA8.01.35274.mzXML	CF151.-243D.RC2.01.35314.mzXML	CF151.14D.RG6.01.35425.mzXML	CF154.-327D.RA10.01.35278.mzXML	CF157.-159D.RE5.01.35372.mzXML	CF160.-224D.RC8.01.35326.mzXML	CF167.-203D.RD5.01.35346.mzXML	CF175.-138D.RE12.01.35386.mzXML	CF176.133D.BA4.01.35474.mzXML	CF178.-278D.RB10.01.35304.mzXML	CF188.-194D.RD9.01.35354.mzXML	CF188.23D.RH2.01.35442.mzXML	CF189.-61D.RF6.01.35400.mzXML	CF193.-285D.RB9.01.35302.mzXML	CF204.-215D.RD2.01.35340.mzXML	CF211.-168D.RE2.01.35366.mzXML	CF217.14D.RA2.01.35524.mzXML	CF222.-320D.RA11.01.35280.mzXML	CF225.-201D.RD6.01.35348.mzXML	CF229.-271D.RB12.01.35308.mzXML	CF230.-313D.RB3.01.35290.mzXML	CF230.2D.RG4.01.35421.mzXML	CF231.-285D.RB8.01.35300.mzXML	CF234.-124D.RF3.01.35394.mzXML	CF235.-285D.RB7.01.35298.mzXML	CF236.-362D.RA2.01.35262.mzXML	CF239.-336D.RA6.01.35270.mzXML	CF246.-215D.RD1.01.35338.mzXML	CF247.135D.BA6.01.35478.mzXML	CF252.-138D.RE11.01.35384.mzXML	CF252.114D.RA3.01.35526.mzXML	CF254.-0D.RG1.01.35415.mzXML	CF259.2D.RG2.01.35417.mzXML	CF259.79D.RH7.01.35452.mzXML	CF262.-187D.RD10.01.35356.mzXML	CF264.-124D.RF5.01.35398.mzXML	CF269.-152D.RE7.01.35376.mzXML	CF272.-362D.RA1.01.35260.mzXML	CF277.-159D.RE4.01.35370.mzXML	CF278.-217D.RC11.01.35332.mzXML	CF282.-208D.RD3.01.35342.mzXML	CF287.-243D.RC5.01.35320.mzXML	CF290.-173D.RD12.01.35360.mzXML	CF292.135D.BA5.01.35476.mzXML	CF298.-320D.RA12.01.35282.mzXML	CF299.-299D.RB5.01.35294.mzXML	CF301.156D.BA8.01.35483.mzXML	CF302.2D.RA4.01.35528.mzXML	CF312.-152D.RE8.01.35378.mzXML	CF318.-236D.RC6.01.35322.mzXML	CF318.-299D.RB4.01.35292.mzXML	CF318.-344D.RA7.01.35272.mzXML	CF318.-355D.RA4.01.35266.mzXML	CF318.114D.RH12.01.35462.mzXML	CF318.79D.RH8.01.35454.mzXML	CF318.93D.RH11.01.35460.mzXML	CF326.2D.RG5.01.35423.mzXML	CF328.-61D.RF7.01.35402.mzXML	CF338.-208D.RD4.01.35344.mzXML	CF339.-159D.RE6.01.35374.mzXML	CF342.-124D.RF4.01.35396.mzXML	CF343.77D.RH6.01.35450.mzXML	CF344.-196D.RD7.01.35350.mzXML	CF344.21D.RG10.01.35433.mzXML	CF35.-362D.RA3.01.35264.mzXML	CF353.128D.BA3.01.35472.mzXML	CF355.-266D.RC1.01.35312.mzXML	CF356.16D.RG8.01.35429.mzXML	CF371.-14D.RF8.01.35404.mzXML	CF374.128D.BA2.01.35470.mzXML	CF375.91D.RH10.01.35458.mzXML	CF377.21D.RG11.01.35435.mzXML	CF95.-224D.RC7.01.35324.mzXML
1671	188409	25458	7678	676	30462	18438	72994	66227	40400	76160	4641	43051	28284	37713	6358	2523	42524	83745	28313	13781	32323	8355	3769	52662	15029	21935	25860	13334	25030	12817	20626	31706	12730	35558	17772	40992	69395	17614	143811	564	15862	27313	65632	19140	37531	36809	5512	43264	218257	4988	26869	11377	29277	56005	133626	21951	16199	18349	45184	23816	622	471	695	35240	59475	31091	35947	3473	13944	19457	1718	55324	28230	21842	46493	44814	38955	337	53459	248433	69624	239293	100474	33555	131516	24037	34290	17309	29847	102348	23775	25193	20639	799	20951	32683	98014	40937	25061	9451	19500	7975
1672	13389	1778	26510	6493	30887	12255	25166	7288	10130	42432	46232	10031	555215	30892	11697	40030	262485	24118	22592	29035	34532	44009	21611	20945	46664	11309	11189	16823	8588	46910	11740	52684	25795	21910	4703	38383	80657	62833	19879	12442	236137	27558	25896	40506	11151	1122	23899	35388	108511	15734	3290	45286	3959	104841	2801	14970	365852	34345	3612	8133	35971	60047	24594	30614	37167	40450	6266	54388	13211	26030	9874	17243	62966	7548	24315	4629	17567	25867	64830	17059	27690	21735	20228	40783	5458	23478	9570	70653	20266	48065	30595	10131	14977	62693	22443	17142	42244	30353	3265	29815	59610	15461
1673	15513	12325	1392	16432	108662	2306	30065	121235	42012	56911	1584	41554	111060	52051	14253	15232	28631	4095	110430	29375	57324	6508	10554	23573	28965	25974	59525	29546	6606	996	32590	48216	3751	36982	146254	26502	23548	17862	94207	10446	22570	67795	45037	46560	124295	55590	1393	36751	35088	11348	27843	82817	34355	127056	54749	0	2332	19772	47489	31280	0	1005	530	92156	85653	125656	16971	7663	45695	201663	582	22639	13169	799	26938	27929	26924	509	747	13482	5211	67154	55734	22435	17874	99045	23267	11528	13324	59926	63913	56382	45134	11019	33624	55863	115059	116506	39349	18667	38210	61414
1674	0	337	634	650	1177	0	906065	1476	430	531	0	404	746	197393	0	25695	0	801	0	82000	0	0	0	96545	0	312	804	780	748	566	1044	0	0	982	640	1372	0	1905	0	0	0	28305	684748	304	1134	874	0	410	518	0	1092	1023	0	0	724	1478	727	0	1499	388	0	0	365	37222	1722724	0	537	0	0	0	353	1072	0	907	548	1599	646	0	0	553	955	0	405	416	0	0	0	529	6901	1292	703	1253	416	501	0	442	717	1461	254819	32776	348	747
1675	118847	4245	18654	445	24211	7586	25476	43493	9396	20904	0	16241	65762	16894	488	1121	57307	16065	32024	4283	182627	0	5324	18434	4694	653	6291	2467	3037	7850	746	47540	81629	13885	190753	9546	43316	21196	28098	0	0	173892	83017	7598	40798	116556	42663	1453	31076	334	2098	225928	106091	16681	26057	10341	4861	12585	84262	32575	385	0	426	61258	93880	95898	63408	630	205639	5808	319	41614	1004	36739	351695	38489	34907	0	4241	32534	12934	57780	23751	3504	29587	20408	830	0	70848	3686	38775	21595	7156	0	88081	4136	46165	194580	31219	474	7493	214859
1676	11014	13470	3069	6077	150719	2140	16776	104474	30838	79133	673	33346	181314	64801	3057	5247	22831	4732	56628	2694	13392	1477	9483	31204	12041	23277	45894	6096	2800	0	1305	84944	5937	60137	27563	38532	95586	31592	34734	1332	13872	15911	60684	46990	22868	92457	4711	13594	68833	2888	23522	32782	113313	78287	45744	0	16087	16769	80173	9543	391	1063	0	63573	117436	159769	9508	1165	71653	31338	821	75524	8834	4169	5899	37839	21391	454	10412	17120	2263	81995	75429	17013	33874	70112	14930	3164	95019	73099	41426	74229	41584	1632	45451	35541	233081	300004	28847	5567	1378	115330
1677	106951	18823	89818	4921	42058	2592	58298	78030	11670	88451	5963	41756	127316	38399	8809	3135	111815	2604	30700	22083	20681	4250	2273	5361	33908	14466	64237	23739	4778	1045	13007	31917	1736	70099	7279	35637	122680	37657	25241	3983	5544	12950	130170	2559	19239	14642	2172	41600	157477	5766	37376	4896	43928	63744	43940	1322	4297	50495	86011	33071	5926	5746	6652	21655	213519	27490	16936	6303	25352	57967	3244	84430	23863	2231	5242	24532	21101	3848	1681	235366	72530	167793	119636	75421	88489	6871	18207	17950	138589	51692	8450	68057	53755	9761	21444	39811	87149	21468	27618	8282	17168	14039
1678	10571	3524	5390	8977	25420	16034	19880	40160	8875	61452	0	35233	123193	52598	11856	2658	38736	19806	25084	16597	29373	0	20402	34092	22395	5258	41690	8429	41735	126253	2527	157446	63454	85401	130261	18282	53743	40765	69323	2828	3131	91463	71968	14937	32317	78394	24192	12240	47405	556	18345	95064	82871	58330	21523	17593	33115	8061	137954	37998	1049	448	346	66970	46344	75375	66335	2487	121890	21602	3574	59091	3945	29383	88280	22345	38304	0	50764	43069	44595	49100	52306	13815	52830	47660	9001	2607	19927	31767	31890	18179	40114	1181	221881	3686	124911	40396	70801	0	2635	117678
1679	274791	91921	2009	170080	17708	910	192161	1353	45057	42133	901	14585	29906	84509	76321	132025	2763	3292	51531	157328	15257	1077	1220	233268	299823	0	863	170541	628	0	159304	23124	3233	6806	46496	179403	9706	38836	62024	6702	169845	2299	3477	632	31996	33180	2216	1929	6858	430	33337	3683	15882	1138	167216	0	1164	37195	2202	4385	331	58106	19511	13759	1175	14485	3487	975	4597	27564	291	39022	6695	953	1862	2312	16834	113401	0	1296	2813	2843	39182	0	9399	9449	1346	553	15879	806	5472	44095	28943	0	3654	69805	23224	3723	3349	775	334003	9885
1680	12214	1602	15992	22438	63566	145261	9926	24729	4269	21324	1765	18501	41458	36390	3941	49860	160412	68153	13211	2198	36825	746	19922	70997	2312	4280	20570	2060	32384	574976	3830	73594	50926	37552	59309	7087	8483	11584	24620	1209	3179	24459	32939	10642	72686	65592	25470	9364	9193	2175	9709	27341	19863	34724	14230	336301	40706	19442	74877	40664	763	738	821	56519	41905	29033	46100	1899	39733	32134	2494	94596	10732	10076	27658	145635	29439	0	7195	9453	99688	25523	20254	6504	41433	21852	3073	3922	140997	23723	55249	10131	10875	1052	54652	7812	28022	233154	44091	1488	2025	37896
1681	32681	7463	60970	40808	29030	13048	9587	32686	8959	23358	313	21269	91766	44116	6528	2701	104922	117068	77509	4266	106460	3734	12387	71331	3063	3535	29094	2484	31615	36598	7646	105006	28487	35989	115382	13548	38190	24819	32184	367	6096	27901	23183	20138	83381	40999	25571	11609	7819	702	17392	93981	87948	49465	6977	34556	19009	11585	102011	299282	579	0	1535	86423	106470	76084	64941	1376	79928	14785	1585	66831	7184	6949	41029	39595	33130	0	14303	26543	25434	41820	167412	27837	43255	30258	5733	2348	86538	11916	131392	34430	21063	1157	48973	10457	46612	110701	70069	1405	3975	99458
1682	59435	35030	1665	13445	48062	2272	29176	85558	35981	45606	454	9357	27535	177083	18229	6513	173823	5987	35201	29082	108026	8785	21092	160475	12923	30799	56202	19080	14641	662	9385	27058	3783	24699	36109	86477	40253	1240	29996	1010	13659	16033	27702	83455	66349	59849	485	54758	37780	5669	88198	30258	62992	33755	27737	1055	824	73544	151447	93728	781	861	398	24629	25570	17533	36678	7794	49565	4614	0	52500	31528	1164	24801	54049	32261	492	2589	68370	10700	150276	158302	45585	85405	41506	25681	23496	27483	97199	54312	60677	84216	542	46275	50885	78628	54707	15237	10835	20005	51952
1683	71210	10050	3175	4634	14890	1985	52011	25289	21185	28284	443	86851	19638	51098	5374	4626	52038	8861	51876	5110	197235	1235	6150	231888	8062	1342	4257	2533	2060	14605	2133	202523	29281	13557	218590	3458	31866	50425	157208	1905	2778	14751	16025	2032	170256	47958	11706	5483	20829	1470	1850	85298	92266	46000	50445	7781	9486	39495	29043	91691	2192	407	457	71346	42509	84913	108035	1178	39928	59621	1664	21257	4636	1180	51665	124572	195182	0	4705	8678	1685	19975	7049	1897	9094	35641	1465	4363	12059	4033	200032	11340	9842	665	38792	20798	20232	133399	152558	1860	16965	115281
1684	15545	3071	36653	6068	55939	28241	5303	23132	2574	2189	614	7513	108037	121671	5106	4516	13713	41818	18037	4574	209763	1234	5747	54473	17216	2178	9991	4352	31946	40426	9218	280699	126680	8490	75923	17201	14730	19290	65424	989	1955	93892	2779	19548	47947	80526	103142	30816	11692	1179	18071	162566	26865	59821	5824	50269	4500	22036	73628	36567	1309	2529	2372	101729	6037	135720	7188	910	75100	14112	5078	6359	5751	100842	53745	42645	36587	683	28385	30736	31222	21678	12530	2537	6941	328968	1884	2501	27556	25632	63129	4746	3519	798	114264	1539	35693	80643	170391	1221	1959	136786
1685	23912	31718	109399	33672	8155	42726	19347	36949	36147	36078	28786	41383	35820	116746	33197	48302	148390	25094	42985	51483	47208	31164	44243	42985	70152	35684	30093	27150	36514	78280	25024	28606	39739	46924	23474	52051	28326	51992	41099	42723	27156	26873	22609	35379	21032	15052	41448	52888	33651	49994	45775	35884	29005	28105	34422	30116	54525	146827	59258	31674	12138	28305	46844	25676	25081	19975	47013	41679	31370	38932	48424	51892	38979	46866	39918	1328	39197	22912	45583	43311	36033	37805	69787	37000	27254	39556	37790	15725	28063	33364	39915	21117	44246	25701	63866	33674	27072	18608	35948	52647	34707	37072
1686	20154	2427	46571	0	25600	2866	23283	37643	9109	19371	308	7554	42945	87583	982	1037	1008975	40841	45636	2799	54474	1221	20172	47890	10432	792	12341	5139	9830	159466	3633	27244	150929	12836	35661	7502	27391	4602	24082	364	4893	26011	22121	26725	31372	57142	115745	16117	28452	505	9610	214250	31470	52765	16539	146641	14061	7294	54918	17456	1073	301	0	39454	15887	35557	152582	449	159733	2223	1104	24557	3452	43672	68332	13514	18095	0	11102	6284	10176	36423	18010	6340	15557	47631	0	0	42951	18687	50019	12671	16500	390	61287	3121	39695	74171	44209	0	1877	53632
1687	33556	2875	69929	791	32675	23327	11519	22002	4378	16483	829	9563	16348	120389	2007	669	98405	33946	25403	0	152268	1573	44993	87156	1797	4706	9074	5310	175258	149008	1549	57947	204501	4996	155167	10995	24672	1529	15425	937	1809	42088	10398	61936	106564	44920	75503	12812	45229	387	5892	230807	84612	45950	2265	181261	38897	1250	51435	37123	1020	542	0	32627	44530	41571	20569	1658	22508	14266	9068	28510	3350	75991	75498	93844	141324	0	16913	12850	52620	46250	10580	1389	19067	50164	5047	3700	67479	44862	114121	7599	3596	784	47383	5342	14723	90616	38853	1650	1598	104940
1688	33209	5507	25193	3104	31456	7171	15144	16378	9547	28619	0	33235	49191	43882	8028	7032	57198	26602	13589	9829	93976	5743	9633	98058	8356	927	6843	7247	5527	216524	12314	83908	103872	13390	78434	26525	47900	16306	45991	927	1956	119816	47579	10531	71192	24203	153323	4235	64179	1685	3662	307544	76846	22366	13910	100299	15959	0	126918	70272	713	815	0	60395	59600	53022	101933	4174	133149	3837	0	75369	7874	40764	85216	49065	13789	0	6653	103330	4577	33161	7377	5717	16878	67452	8073	3157	69790	10188	110282	23029	24679	0	27680	12941	40273	118528	40221	2341	2746	110568
1689	30754	5997	14792	11927	45274	47258	16844	19034	15537	19188	620	22177	72102	95108	13966	8145	19446	13653	34353	3911	65719	1228	31541	110568	4714	842	3913	1595	14161	264785	6602	92306	148299	13275	122357	5390	43382	50295	12195	484	2073	82962	25726	19523	26146	109117	112542	9290	79100	1483	19114	113507	75991	29921	18604	107321	66250	2328	109464	29821	781	0	555	24441	75592	64156	103385	1151	77162	2833	1531	46773	9245	219970	26795	58693	17625	0	60329	40653	15470	24755	15133	11526	63541	14066	4256	1465	100396	9909	102831	17231	5622	384	38311	1535	15772	80455	89908	2542	2775	85087
1690	293887	7671	3243	0	13910	34218	76382	147561	9846	97659	0	23599	74396	22288	2101	890	26247	18565	16401	9295	22882	481	14967	33429	13583	1758	11673	11220	24486	41699	1011	20673	18001	17825	10418	14367	81233	22801	98699	740	341	96147	184251	9865	21765	31829	23854	29842	402150	483	15038	22601	34668	62854	89039	32186	28914	18423	50711	15384	988	396	712	14354	157332	48076	43681	544	33342	18907	879	24695	1905	30649	57813	60774	23362	746	29427	111408	45616	236650	93564	9124	149308	18374	1191	2117	36891	33899	15409	18499	13467	1016	17964	2115	117040	36221	25706	1528	11882	18712
1691	25421	9456	8737	29054	30070	13534	24756	123841	8166	28426	1315	23163	26189	19689	2822	0	17989	12949	137553	4525	267428	2089	3092	27793	4196	2640	85675	49599	8366	13026	38102	37870	26747	12644	24933	58282	3773	17056	29251	9760	70887	51334	28024	35400	19855	12430	18936	7532	17831	2346	114311	81249	32897	31474	28744	46009	33229	29678	137601	15105	20740	1260	1149	114075	267585	134993	111925	7530	79208	109000	1172	35253	9000	11819	49587	11838	6444	3083	24105	12079	17143	249236	159172	3659	9804	62369	1877	63732	27513	84664	33061	17348	8878	1024	11706	4268	24776	16912	21418	1852	10225	148845
1692	52726	2024	119418	34402	26557	4063	10684	20929	2885	21035	1124	5604	99226	8696	5336	1928	40404	3932	8670	11198	54878	1305	4408	21150	6621	916	10842	8819	6345	8648	7471	21971	5830	26741	25122	5557	170830	8673	19527	1905	4990	93705	56228	2887	19683	51360	32088	6494	66184	2743	94525	209434	32453	10567	3081	69168	5388	15502	228427	60172	667	1323	380	50879	51311	57115	29228	1206	148004	7311	1688	135503	9668	25785	5626	4558	6445	521	8187	225046	56040	246440	88458	54072	161099	38855	2256	3374	414177	3857	21405	16777	10889	529	30254	6070	96666	56381	4021	1728	5195	23165
1693	131162	17565	18528	3452	27123	1734	113247	94079	29055	61298	7644	71234	90652	10242	20228	8903	27149	70618	72958	106241	6114	12381	828	30668	147586	6178	48973	86925	17353	2556	33960	67743	0	15876	5314	29419	33279	59613	21619	3419	22212	8192	94649	0	16226	0	2822	107694	184388	3413	57751	0	14940	18342	178975	1725	6046	100992	20054	12048	17077	5536	3987	7669	75530	28490	0	10232	20900	112906	137551	14506	29244	2379	1657	0	24885	1118	2964	157406	22139	90938	139912	62192	20646	0	31121	25749	16892	77497	8303	137819	126577	20938	0	31211	99424	3567	10979	4537	26199	0
1694	16818	1553	36458	2511	38135	256193	6033	61579	4377	17237	5625	3244	55823	5246	1520	1171	16793	138621	5457	1670	5445	1060	53087	4080	2234	5226	7291	2966	53302	496115	1156	9287	257132	12376	15451	3674	44147	4425	6373	2111	773	115196	37544	13177	4150	37355	61933	6073	26635	1728	3262	29876	10164	35149	3424	177628	195213	6139	19326	2992	689	1120	613	20506	21986	47143	12157	726	29273	3283	2546	18638	5879	376442	44059	23014	2856	2034	332128	69858	205750	44896	20582	2733	44061	3552	8064	1012	43519	4586	7552	11425	2425	443	53288	3586	32787	52113	6966	568	2405	45653
1695	23229	24534	2174	12313	40303	6719	34215	102193	63520	48315	848	4716	24871	54800	34091	50393	17831	38187	44897	37095	39351	17825	16179	61250	44388	39862	35394	44286	28673	7729	37363	36254	6571	34455	47891	52007	37999	4939	47843	3260	36877	36175	34158	45133	51295	12693	2597	30499	16607	25436	178512	38279	48670	26776	47377	7291	640	34583	66807	30686	5589	2172	3154	32825	29390	34466	17866	28226	37211	14634	5158	39197	183005	6355	38356	18391	64443	1965	1285	51648	32065	153093	78139	33488	58176	18816	68687	52443	56811	72310	90606	67101	103336	1789	50992	205634	74892	32669	18356	41713	36134	20105
1696	45533	2977	48100	57385	15297	4085	8236	16671	2749	17394	826	7153	88538	21312	2275	9191	5152	32131	32993	16644	92161	729	6536	17682	2291	2389	12823	13650	5088	4340	2491	7088	13160	33125	13889	7283	67212	17824	20439	1591	16994	158508	61218	16360	16737	44120	55632	4656	25479	2888	38776	285581	77177	35434	11143	102633	10934	50347	219963	41480	2326	5237	1151	102235	34141	54526	69590	2953	186040	9700	1328	126718	14872	78917	14239	20437	9563	835	17292	180623	25615	183508	76071	29862	139229	75753	3121	2880	253931	6173	41064	19337	33027	1042	34467	4862	51231	18832	7484	729	9036	57944
1697	10130	7169	769	2406	5131	8102	12068	3406	58038	24743	2063	1406	82171	251950	1127	3395	1742	2441	254037	2927	3166	1143	81442	97011	5593	2323	13363	4120	8755	344692	1014	7128	246069	2569	28147	6694	22210	4082	169331	571	741	3891	25745	1934	88304	142110	191797	8307	243372	810	552	33551	223659	93507	71926	231547	20002	7061	87669	76128	0	633	567	30196	38576	17808	5343	1608	3545	9089	0	13446	4966	2375	6560	6184	9512	299	41399	30068	8096	38900	3000	3476	3122	81178	2046	2625	6674	29005	5746	10692	51402	498	33249	3239	16818	18580	122583	37032	18610	1207
1698	8932	31418	1221	13428	7164	5498	2192	5664	25115	27653	887	1091	41928	287200	0	1002	1061	2031	315222	16532	4620	2929	55814	231052	2555	5510	21109	11013	540	191123	805	3709	426721	3159	15739	10932	14333	6220	82200	0	2362	6087	27560	3292	102082	137625	231789	10867	135641	477	840	8067	276166	46204	68328	74176	10035	0	129759	142386	1422	0	443	40429	125189	17942	3683	1426	1461	7224	0	39588	3620	1552	9660	0	5390	532	44149	3894	1735	10272	4394	21728	1551	47053	305	4434	1815	49084	9937	12982	34470	554	79143	6683	17034	7670	97499	8162	26608	6720
1699	34441	2904	159898	13789	49171	24133	6086	14433	4830	16776	460	24634	41261	129634	11706	6933	36644	39164	44888	12016	75767	13231	20488	144558	13623	13276	16275	7235	30837	105215	12541	31067	59291	11007	34438	6221	34147	11253	75405	5350	10140	62469	40887	10628	39916	63040	57971	6955	30872	26142	17189	75929	129085	67602	16644	85540	11956	48537	78562	39536	33717	1883	1688	29863	12330	34536	26303	8096	36004	53425	7751	86632	10591	184704	31597	58884	126256	737	25368	48935	43607	42301	36596	13789	49109	52006	5595	16895	209619	15858	83996	21169	10141	0	59414	18472	37816	60990	17675	4986	34294	82877
1700	19478	6551	13304	6916	8848	14358	13725	13319	17498	5407	1513	6434	35514	57289	9561	16121	48664	181708	28251	21901	56440	1309	7366	62701	4381	3309	4614	3902	18361	192366	6188	269010	50484	9878	35783	15144	25004	95741	63219	1078	4139	50316	15773	163430	52947	128329	67022	4148	10858	1517	7927	40095	24997	42482	24037	244205	76533	10957	87443	20033	1655	1432	965	114506	23998	25593	93460	3041	137996	9053	2309	22940	23954	44661	22329	33189	10002	428	30132	14185	24894	13374	56353	6197	14187	248005	6061	3050	22979	13715	58721	27165	6805	3006	213114	9304	21137	17124	93339	2081	6888	37257
1701	0	1790	2663	0	5181	0	0	25996	7653	15043	38165	1763	3719	0	7904	26963	194429	127973	2643	4037	0	32452	19450	0	4056	143964	58887	19201	144716	98451	796	0	0	48041	0	3944	22972	6880	0	108412	75429	22168	14949	3711	1491	1725	28458	59334	180319	25823	8024	0	0	223337	7944	137491	59953	0	90201	0	43928	11350	75778	2041	140637	17605	11264	18555	0	58248	13128	3680	0	23525	83123	0	1392	593	0	389251	0	71833	3235	346402	35298	736	213553	164783	3649	46398	2810	0	889	1042	19851	4106	0	91363	5012	18154	8562	0
1702	26903	2937	20317	6250	44352	13457	33768	14292	10532	26303	778	18445	26919	80764	1151	1747	64992	324198	63313	3650	133811	2958	18016	161223	1533	1639	16460	2017	75890	13368	7387	71160	34214	18441	60263	17724	27980	9943	48237	1132	1157	33655	31784	19561	68347	88846	47110	11769	16220	1521	12466	103200	163631	41998	49676	42640	5810	12932	102462	73723	666	1351	658	53234	59729	31260	61315	865	94313	14121	2381	60355	5696	28018	57212	65151	119019	794	10757	48709	52935	97210	56233	13876	37256	28955	2423	2028	73635	38225	111984	34252	14903	603	63241	5968	55838	74433	36846	2462	3501	88526
1703	24254	9152	5685	2444	26396	1669	4714	42918	16550	19310	2136	11161	20322	0	49139	104603	152650	5665	10946	177377	12692	156368	6076	43937	66927	117807	33526	205168	6378	0	2131	31877	0	19617	27352	16657	20098	16642	55728	41630	126130	19179	23807	38247	27607	13286	0	35437	30178	20465	15659	27794	10158	16227	41791	2551	864	17732	15852	19743	67148	87440	179167	35456	23232	25429	18821	32517	30757	201975	2966	19901	76324	2663	20650	0	17042	1696	0	7206	6977	20103	17219	181287	18088	16414	319813	141787	5674	25164	41101	26043	11313	1293	2689	89583	31698	29316	22377	60794	32557	22720
1704	31488	13067	16543	34312	36789	16814	11825	32840	20033	19142	1198	27598	59592	57665	8425	10311	56624	35741	139934	30170	126357	13148	26701	106620	14032	74919	27609	19475	19044	162401	9994	40192	84778	22730	70545	14827	32329	990	50689	3045	23278	27558	12301	27516	84536	21555	36811	14305	30574	4595	19196	29028	75783	20397	17000	33893	31797	220466	27945	27629	80322	1012	6392	34753	17083	31692	87185	8106	111852	25381	13776	63569	30087	33197	163123	519	219863	2533	21101	12956	17305	17120	113787	13853	39818	31173	17123	12396	20191	46664	39293	24186	25198	13934	47559	20109	17578	30378	16577	25205	13648	109645
1705	8769	2552	67984	3928	62075	22981	12098	27242	2560	7208	1275	12470	98428	5649	2906	2870	24947	123302	33995	9522	20876	2110	6982	350805	4254	3012	6916	4229	29133	69707	3442	20664	120758	15148	24551	5504	21920	36669	51669	735	7920	74579	26950	6521	121106	114733	36479	4287	51983	1093	3563	180804	133713	9516	17312	102722	15969	3037	35813	13521	988	1159	0	30845	27108	188148	144282	3635	87222	14770	2271	81487	5246	34870	99092	0	44826	463	45429	61299	28238	23695	19026	17569	7379	124335	2700	1706	164883	11533	59265	15302	20762	394	75508	5116	12309	137006	78935	1602	2047	66495
1706	58792	5457	13062	3402	41111	4802	158509	52250	17634	31146	785	4361	20782	2919	619	1348	6704	4163	63676	27888	5643	7293	21801	64813	30699	27675	10779	7101	1973	70887	2163	34274	101562	7744	13060	36198	216286	5843	30008	5965	62324	21384	79871	47458	31968	51322	122866	68854	180970	9232	8296	46155	45974	91500	86532	83236	984	44924	12894	10268	10773	12992	3208	53589	41947	85237	40961	3143	34012	4822	296	12936	33091	26268	177005	90298	6184	592	13334	5813	3082	14466	6219	106744	2120	4573	7469	9481	10031	141024	20589	35944	39838	582	60458	15655	153701	336314	35060	7051	13972	31590
1707	88669	19235	933	7548	54734	15938	102387	59193	16940	146925	465	11094	28090	43472	1471	1530	28948	6955	52114	38281	15372	590	74544	18467	26416	2989	33682	30078	27764	0	2659	12985	0	81812	4601	16034	124706	45951	37070	861	5243	23751	41585	124500	80258	12443	0	34831	27623	694	46293	3475	55879	97818	120022	0	2147	71096	182703	87929	570	0	887	51838	41839	19378	2032	658	15369	21769	722	91383	30432	0	12262	37701	91382	482	0	109823	38799	188526	257896	24015	182971	13967	4884	4962	151495	53058	49826	33021	47093	0	19825	17956	75163	15117	13784	966	16941	0
1708	49333	15339	6171	5952	136332	32381	16346	14076	25123	27256	734	50365	208978	35987	3428	3762	14458	8349	133807	6294	58367	1542	19680	58441	22108	2729	13578	2644	2640	5714	4380	54291	78740	34590	9081	9722	31233	21989	22370	842	5290	196421	65297	32357	79487	12524	71619	10899	31241	732	16412	114087	99486	94643	25506	36200	49433	35913	95731	59984	999	418	802	53667	48232	183909	31752	942	52688	27510	1763	54125	3724	43594	43414	165452	48557	1295	6437	13977	6293	42986	55545	5360	23159	200548	5398	5180	32176	14271	143677	26351	27895	862	18323	5975	94658	116836	17157	2086	16810	8641
1709	538482	112753	786	1395	21463	0	263776	30634	20680	58106	842	61423	43406	9207	3212	975	16717	4077	31637	132834	0	3483	719	7734	436683	1285	14835	58680	6383	1650	66123	25075	1032	52410	4320	130453	39349	128829	13411	540	15855	7514	28524	0	5142	18261	2947	12870	166137	1344	30264	1298	10497	6136	345664	0	462	39619	8093	10589	392	1123	0	1802	83788	20708	7138	967	1928	32851	511	12557	5009	1892	1482	1835	3649	0	2709	25796	7480	41065	13205	21734	34318	1065	3405	487	25726	22738	1379	154693	55558	582	7137	47409	28680	0	10530	1232	290908	3150
